Book_ID,Issued,Title,Authors,Genres
17136,2005-11-23,"Selected Official Documents of the South African Republic and Great Britain
A Documentary Perspective Of The Causes Of The War In South Africa","Hicks, Frederick C. (Frederick Charles), 1875- [Editor]; Williams, Hugh, 1873-1902 [Editor]",Boer War
17137,2005-11-23,"Some Mooted Questions in Reinforced Concrete DesignAmerican Society of Civil Engineers, Transactions, Paper No. 1169, Volume LXX, Dec. 1910","Godfrey, Edward, 1871-",Technology
17138,2005-11-20,"Home Again, Home Again","Doctorow, Cory, 1971-",Science Fiction
17144,2005-11-23,The House of the Vampire,"Viereck, George Sylvester, 1884-1962",Horror
17145,2005-11-23,Hallowe'en at Merryvale,"Burnett, Alice Hale; Lester, Charles F. [Illustrator]",Children's Book Series
17148,2005-11-24,"Cessions of Land by Indian Tribes to the United States: Illustrated by Those in the State of IndianaFirst Annual Report of the Bureau of Ethnology to the Secretary of the Smithsonian Institution, 1879-80, Government Printing Office, Washington, 1881, pages 247-262","Royce, Charles C., 1845-1923",Native America
17149,2005-11-24,Creative Chemistry: Descriptive of Recent Achievements in the Chemical Industries,"Slosson, Edwin E. (Edwin Emery), 1865-1929",Chemistry
17151,2005-11-25,"Bob Chester's Grit; Or, From Ranch to Riches","Webster, Frank V.",Children's Book Series
17155,2005-11-26,About Orchids: A Chat,"Boyle, Frederick, 1841-",Horticulture
17158,2005-11-26,Armageddon—And After,"Courtney, W. L. (William Leonard), 1850-1928",World War I
17159,2005-11-26,Women of Modern France,"Thieme, Hugo P. (Hugo Paul), 1870-1940",France
17160,2005-11-26,"Modern Prose And Poetry; For Secondary Schools
Edited With Notes, Study Helps, And Reading Lists","Ashmun, Margaret, 1875-1940 [Editor]",Children's Instructional Books
17162,2005-11-26,Mother Stories from the Old TestamentA Book of the Best Stories from the Old Testament that Mothers can tell their Children,Anonymous,Children's Picture Books; Children's Religion
17163,2005-11-26,Mother Stories from the New TestamentA Book of the Best Stories from the New Testament that Mothers can tell their Children,Anonymous,Children's Picture Books; Children's Religion
17164,2005-11-27,"Narrative of a Mission to Central Africa Performed in the Years 1850-51, Volume 1
Under the Orders and at the Expense of Her Majesty's Government","Richardson, James, 1806-1851",Africa
17168,2005-11-27,The Queen of the Pirate Isle,"Harte, Bret, 1836-1902; Greenaway, Kate, 1846-1901 [Illustrator]","Children's Picture Books; Pirates, Buccaneers, Corsairs, etc."
17170,2005-11-28,"A Study of Pueblo Pottery as Illustrative of Zuñi Culture Growth.Fourth Annual Report of the Bureau of Ethnology to the Secretary of the Smithsonian Institution, 1882-83, Government Printing Office, Washington, 1886, pages 467-522","Cushing, Frank Hamilton, 1857-1900",Archaeology; Native America
17174,2005-11-28,The Makers of Canada: Bishop Laval,"Leblond, Adrien, 1854-1939",Canada
17180,2005-11-29,The Riddle of the Frozen Flame,"Hanshew, Mary E.; Hanshew, Thomas W., 1857-1914; De Maris, Walter [Illustrator]",Detective Fiction
17185,2005-11-29,"Stories about the Instinct of Animals, Their Characters, and Habits","Bingley, Thomas; Landseer, Thomas, 1795-1880 [Illustrator]",Children's Instructional Books
17187,2005-11-29,"Three Plays
Lawing and Jawing; Forty Yards; Woofing","Hurston, Zora Neale, 1891-1960",African American Writers
17188,2005-11-30,Buccaneers and Pirates of Our Coasts,"Stockton, Frank Richard, 1834-1902","Crime Nonfiction; Pirates, Buccaneers, Corsairs, etc."
17192,2005-11-30,The Raven,"Poe, Edgar Allan, 1809-1849; Stedman, Edmund Clarence, 1833-1908 [Commentator]; Doré, Gustave, 1832-1883 [Illustrator]",Bibliomania
17198,2005-12-02,"The Botanical Magazine, Vol. 01Or, Flower-Garden Displayed","Curtis, William, 1746-1799",Horticulture; The Botanical Magazine
17199,2005-12-02,"Golden Days for Boys and Girls, Vol. XII, Jan. 3, 1891","Various; Elverson, James, 1838-1911 [Editor]",Golden Days for Boys and Girls
17203,2005-12-02,"Witchcraft and Devil Lore in the Channel IslandsTranscripts from the Official Records of the Guernsey Royal Court, with an English Translation and Historical Introduction","Pitts, John Linwood, 1836-1917",Witchcraft
17204,2005-12-01,"Researches on curves of the second orderAlso on cones and spherical conics treated analytically, in which the tangencies of Apollonius are investigated, and general geometrical constructions deduced from analysis; also several of the geometrical conclusions of M. Chasles are analytically resolved, together with many properties entirely original","Hearn, George Whitehead, 1812-1851",Mathematics
17206,2005-12-03,"""Over There"" with the Australians","Knyvett, R. Hugh (Reginald Hugh), -1918",Australia; World War I
17207,2005-12-03,"Chambers's Edinburgh Journal, No. 431
Volume 17, New Series, April 3, 1852","Chambers, Robert, 1802-1871; Various; Chambers, William, 1800-1883 [Editor]",Chambers's Edinburgh Journal
17208,2005-12-03,"The Tales of Mother Goose
As First Collected by Charles Perrault in 1696","Perrault, Charles, 1628-1703; O'Shea, M. V. (Michael Vincent), 1866-1932 [Author of introduction, etc.]; Doré, Gustave, 1832-1883 [Illustrator]; Munro, D. J. [Illustrator]; Welsh, Charles, 1850-1914 [Translator]",Children's Picture Books
17209,2005-12-03,A Treatise of Witchcraft,"Roberts, Alexander, -1620",Witchcraft
17211,2005-12-03,A School History of the Great War,"Coulomb, Charles Augustin; Gerson, Armand Jacques, 1881-; McKinley, Albert E. (Albert Edward), 1870-1936",Children's History; World War I
17212,2005-12-03,"MichelangeloA Collection of Fifteen Pictures and a Portrait of the Master, with Introduction and Interpretation","Hurll, Estelle M. (Estelle May), 1863-1924",Art
17213,2005-12-03,The Future of Islam,"Blunt, Wilfrid Scawen, 1840-1922",Islam
17215,2005-12-03,Rembrandt,"Menpes, Mortimer, 1855-1938; Hind, C. Lewis (Charles Lewis), 1862-1927 [Commentator]; Rembrandt Harmenszoon van Rijn, 1606-1669 [Illustrator]",Art
17221,2005-12-04,History of the Plague in London,"Defoe, Daniel, 1661?-1731",Children's History; Historical Fiction
17224,2005-12-04,Chance and Luck,"Proctor, Richard A. (Richard Anthony), 1837-1888",Mathematics
17237,2005-12-05,A Man for the Ages: A Story of the Builders of Democracy,"Bacheller, Irving, 1859-1950; Adams, John Wolcott, 1874-1925 [Illustrator]","Bestsellers, American, 1895-1923"
17244,2005-12-06,French Art: Classic and Contemporary Painting and Sculpture,"Brownell, W. C. (William Crary), 1851-1928",Art
17245,2005-12-06,"Chambers's Edinburgh Journal, No. 428
Volume 17, New Series, March 13, 1852","Various; Chambers, Robert, 1802-1871 [Editor]; Chambers, William, 1800-1883 [Editor]",Chambers's Edinburgh Journal
17249,2005-12-07,Added UponA Story,"Anderson, Nephi, 1865-1923",Latter Day Saints
17250,2005-12-07,"Mother West Wind ""Where"" Stories","Burgess, Thornton W. (Thornton Waldo), 1874-1965",Children's Book Series; Children's Literature
17253,2005-12-08,Dewey and Other Naval Commanders,"Ellis, Edward Sylvester, 1840-1916",Children's Biography
17256,2005-12-08,"Chambers's Edinburgh Journal, No. 427
Volume 17, New Series, March 6, 1852","Various; Chambers, Robert, 1802-1871 [Editor]; Chambers, William, 1800-1883 [Editor]",Chambers's Edinburgh Journal
17262,2005-12-09,Catalogue Of Linguistic Manuscripts In The Library Of The Bureau Of Ethnology. (1881 N 01 / 1879-1880 (Pages 553-578)),"Pilling, James Constantine, 1846-1895",Anthropology
17266,2005-12-09,"The Banner Boy Scouts; or, The Struggle for Leadership","Warren, George A.",Children's Book Series
17268,2005-12-09,Ontario Teachers' Manuals: History,Ontario. Department of Education,Children's History
17275,2005-12-10,"Navajo SilversmithsSecond Annual Report of the Bureau of Ethnology to the Secretary of the Smithsonian Institution, 1880-1881, Government Printing Office, Washington, 1883, pages 167-178","Matthews, Washington, 1843-1905",Anthropology; Art; Native America
17279,2005-12-11,The Mormon Prophet,"Dougall, L. (Lily), 1858-1923",Latter Day Saints
17280,2005-12-11,Anthropology,"Marett, R. R. (Robert Ranulph), 1866-1943",Anthropology
17282,2005-12-11,An Alphabet of Old Friends,"Crane, Walter, 1845-1915",Children's Picture Books
17283,2005-12-11,The Absurd ABC,"Crane, Walter, 1845-1915",Children's Picture Books
17286,2005-12-12,"Indian Linguistic Families of America, North of MexicoSeventh Annual Report of the Bureau of Ethnology to the Secretary of the Smithsonian Institution, 1885-1886, Government Printing Office, Washington, 1891, pages 1-142","Powell, John Wesley, 1834-1902",Native America
17287,2005-12-12,History of France,"Yonge, Charlotte M. (Charlotte Mary), 1823-1901; Green, J. R. [Editor]",Children's History; France
17289,2005-12-12,"The Dance (by An Antiquary)
Historic Illustrations of Dancing from 3300 B.C. to 1911 A.D.",Anonymous,Art
17291,2005-12-12,The Luck of Thirteen: Wanderings and Flight through Montenegro and Serbia,"Gordon, Cora, 1879-1950; Gordon, Jan, 1882-1944",World War I
17292,2005-12-12,The New Frontiers of Freedom from the Alps to the Ægean,"Powell, E. Alexander (Edward Alexander), 1879-1957",World War I
17297,2005-12-13,"British Highways and Byways from a Motor CarBeing a Record of a Five Thousand Mile Tour in England, Wales and Scotland","Murphy, Thos. D. (Thomas Dowler), 1866-1928",United Kingdom
17299,2005-12-13,"Fifty Years of Railway Life in England, Scotland and Ireland","Tatlow, Joseph, 1851-1929",United Kingdom
17300,2005-12-13,The Story of Baden-Powell: 'The Wolf That Never Sleeps',"Begbie, Harold, 1871-1929",Scouts
17302,2005-12-13,"Transactions of the American Society of Civil Engineers, vol. LXVIII, Sept. 1910
The New York Tunnel Extension of the Pennsylvania Railroad
The Terminal Station - West","Cresson, Benjamin Franklin, 1873-1923",Technology
17303,2005-12-14,"Chambers's Edinburgh Journal, No. 429
Volume 17, New Series, March 20, 1852","Various; Chambers, Robert, 1802-1871 [Editor]; Chambers, William, 1800-1883 [Editor]",Chambers's Edinburgh Journal
17306,2005-12-13,"The Condition of the Working-Class in England in 1844
with a Preface written in 1892","Engels, Friedrich, 1820-1895; Kelley, Florence, 1859-1932 [Translator]",Politics; United Kingdom
17309,2005-10-28,The Summons of the Lord of Hosts,"Bahá'u'lláh, 1817-1892",Bahá'í Faith
17310,2005-10-28,Tablets of Bahá'u'lláh Revealed after the Kitab-i-Aqdas,"Bahá'u'lláh, 1817-1892",Bahá'í Faith
17314,2005-12-15,Five Children and It,"Nesbit, E. (Edith), 1858-1924; Millar, H. R. (Harold Robert), 1869-1942 [Illustrator]",Children's Fiction; Children's Literature
17316,2005-12-15,"Letters of a Soldier, 1914-1915","Lemercier, Eugène Emmanuel, 1886-1915; Chevrillon, André, 1864-1957 [Commentator]; Clutton-Brock, A. (Arthur), 1868-1924 [Commentator]",World War I
17321,2006-07-08,"History of Egypt, Chaldea, Syria, Babylonia, and Assyria in the Light of Recent Discovery","Hall, H. R. (Harry Reginald), 1873-1930; King, L. W. (Leonard William), 1869-1919",Archaeology; Egypt
17322,2005-12-16,"History of Egypt, Chaldæa, Syria, Babylonia, and Assyria, Volume 2 (of 12)","Maspero, G. (Gaston), 1846-1916; Sayce, A. H. (Archibald Henry), 1845-1933 [Editor]; McClure, M. L., -1918 [Translator]",Egypt
17323,2005-12-16,"History of Egypt, Chaldæa, Syria, Babylonia, and Assyria, Volume 3 (of 12)","Maspero, G. (Gaston), 1846-1916; Sayce, A. H. (Archibald Henry), 1845-1933 [Editor]; McClure, M. L., -1918 [Translator]",Egypt
17324,2005-12-16,"History of Egypt, Chaldæa, Syria, Babylonia, and Assyria, Volume 4 (of 12)","Maspero, G. (Gaston), 1846-1916; Sayce, A. H. (Archibald Henry), 1845-1933 [Editor]; McClure, M. L., -1918 [Translator]",Egypt
17325,2005-12-16,"History of Egypt, Chaldæa, Syria, Babylonia, and Assyria, Volume 5 (of 12)","Maspero, G. (Gaston), 1846-1916; Sayce, A. H. (Archibald Henry), 1845-1933 [Editor]; McClure, M. L., -1918 [Translator]",Egypt
17326,2005-12-16,"History of Egypt, Chaldæa, Syria, Babylonia, and Assyria, Volume 6 (of 12)","Maspero, G. (Gaston), 1846-1916; Sayce, A. H. (Archibald Henry), 1845-1933 [Editor]; McClure, M. L., -1918 [Translator]",Egypt
17327,2005-12-16,"History of Egypt, Chaldæa, Syria, Babylonia, and Assyria, Volume 7 (of 12)","Maspero, G. (Gaston), 1846-1916; Sayce, A. H. (Archibald Henry), 1845-1933 [Editor]; McClure, M. L., -1918 [Translator]",Egypt
17328,2005-12-16,"History of Egypt, Chaldæa, Syria, Babylonia, and Assyria, Volume 8 (of 12)","Maspero, G. (Gaston), 1846-1916; Sayce, A. H. (Archibald Henry), 1845-1933 [Editor]; McClure, M. L., -1918 [Translator]",Egypt
17329,2005-12-16,"History of Egypt, Chaldæa, Syria, Babylonia, and Assyria, Volume 9 (of 12)","Maspero, G. (Gaston), 1846-1916; Sayce, A. H. (Archibald Henry), 1845-1933 [Editor]; McClure, M. L., -1918 [Translator]",Egypt
17330,2005-12-16,"History of Egypt From 330 B.C. To the Present Time, Volume 10 (of 12)","Rappoport, A. S. (Angelo Solomon), 1871-1950",Egypt
17331,2005-12-17,"History of Egypt From 330 B.C. To the Present Time, Volume 11 (of 12)","Rappoport, A. S. (Angelo Solomon), 1871-1950",Egypt
17332,2005-12-17,"History of Egypt From 330 B.C. To the Present Time, Volume 12 (of 12)","Rappoport, A. S. (Angelo Solomon), 1871-1950",Egypt
17334,2005-12-17,"Initiative Psychic Energy
Being the Sixth of a Series of Twelve Volumes on the
Applications of Psychology to the Problems of Personal and
Business Efficiency","Hilton, Warren, 1874-1958",Psychology
17347,2005-12-18,"Sonnets, and Sonnets on English Dramatic Poets (1590-1650)
Taken from The Collected Poetical Works of Algernon Charles
Swinburne, Vol V.","Swinburne, Algernon Charles, 1837-1909",Poetry
17348,2005-12-18,"Chambers's Edinburgh Journal, No. 432
Volume 17, New Series, April 10, 1852","Various; Chambers, Robert, 1802-1871 [Editor]; Chambers, William, 1800-1883 [Editor]",Chambers's Edinburgh Journal
17354,2005-12-19,Cave Regions of the Ozarks and Black Hills,"Owen, Luella Agnes, 1852-1932",Geology
17355,2005-12-19,The Runaway Skyscraper,"Leinster, Murray, 1896-1975",Science Fiction
17364,2005-12-21,Types of Weltschmerz in German Poetry,"Braun, Wilhelm Alfred, 1873-",Germany
17365,2005-12-21,Child's Book of Water Birds,Anonymous,Children's Instructional Books
17366,2005-12-21,"Notes on Nursing: What It Is, and What It Is Not","Nightingale, Florence, 1820-1910",Medicine
17369,2005-12-22,"The Fifth LeicestershireA Record of the 1/5th Battalion the Leicestershire Regiment, T.F., During the War, 1914-1919.","Hills, John David",World War I
17370,2005-12-22,"Prehistoric Textile Fabrics Of The United States, Derived From Impressions On PotteryThird Annual Report of the Bureau of Ethnology to the Secretary of the Smithsonian Institution, 1881-82, Government Printing Office, Washington, 1884, pages 393-425","Holmes, William Henry, 1846-1933",Art; Technology; Manufacturing
17373,2005-12-22,The Madonna in Art,"Hurll, Estelle M. (Estelle May), 1863-1924",Art
17382,2005-12-23,A Visit From Saint Nicholas,"Moore, Clement Clarke, 1779-1863; Darley, Felix Octavius Carr, 1822-1888 [Illustrator]",Children's Picture Books; Christmas
17384,2005-12-23,The Foundations of Geometry,"Hilbert, David, 1862-1943; Townsend, E. J. (Edgar Jerome), 1864-1955 [Translator]",Mathematics
17386,2005-12-25,The Leading Facts of English History,"Montgomery, D. H. (David Henry), 1837-1928",Children's History
17388,2005-12-25,Andrew Marvell,"Birrell, Augustine, 1850-1933; Morley, John, 1838-1923 [Editor]",Biographies
17394,2005-12-26,The Mantooth,"Leadem, Christopher",Science Fiction
17396,2005-12-26,The Secret Garden,"Burnett, Frances Hodgson, 1849-1924",Children's Literature
17397,2005-12-26,"Punch, or the London Charivari, Vol. 159, 1920-10-06","Various; Seaman, Owen, 1861-1936 [Editor]",Punch
17403,2005-12-27,The Cornet of Horse: A Tale of Marlborough's Wars,"Henty, G. A. (George Alfred), 1832-1902",Children's Fiction; Historical Fiction
17404,2005-12-28,Kinship Organisations and Group Marriage in Australia,"Thomas, Northcote Whitridge, 1868-1936",Anthropology; Australia
17408,2005-12-28,"The Florentine Painters of the Renaissance
With An Index To Their Works","Berenson, Bernard, 1865-1959",Art
17409,2005-12-28,"St. Nicholas Magazine for Boys and Girls, Vol. 5, September 1878, No. 11","Various; Dodge, Mary Mapes, 1830-1905 [Editor]",St. Nicholas Magazine for Boys and Girls
17412,2005-12-28,"The Bobbsey TwinsOr, Merry Days Indoors and Out","Hope, Laura Lee",Children's Book Series
17415,2005-12-30,Money Island,"Howell, Andrew Jackson, 1869-1947","Pirates, Buccaneers, Corsairs, etc."
17436,2005-12-31,The Queen's Cup,"Henty, G. A. (George Alfred), 1832-1902",Children's Fiction
17438,2006-01-01,"Mrs. Wilson's Cook Book
Numerous New Recipes Based on Present Economic Conditions","Wilson, Mary A.",Cookbooks and Cooking
17439,2006-01-01,Mother's RemediesOver One Thousand Tried and Tested Remedies from Mothers of the United States and Canada,"Ritter, Thomas Jefferson, 1855-",Medicine
17450,2006-01-03,The Part Borne by the Dutch in the Discovery of Australia 1606-1765,"Heeres, J. E. (Jan Ernst), 1858-1932",Australia
17451,2006-01-03,"Sign Language Among North American Indians Compared With That Among Other Peoples And Deaf-MutesFirst Annual Report of the Bureau of Ethnology to the Secretary of the Smithsonian Institution, 1879-1880, Government Printing Office, Washington, 1881, pages 263-552","Mallery, Garrick, 1831-1894",Language Education; Native America
17455,2006-01-04,The Poison Tree: A Tale of Hindu Life in Bengal,"Chatterji, Bankim Chandra, 1838-1894; Knight, Miriam S. [Translator]",India
17456,2006-01-04,The Romance of a Christmas Card,"Wiggin, Kate Douglas Smith, 1856-1923; Hunt, Alice Ercle [Illustrator]",Christmas
17461,2006-01-04,The Great German Composers,"Ferris, George T. (George Titus), 1840-",Germany
17466,2006-01-05,"St. Nicholas Magazine for Boys and Girls, Vol. 5, October 1878, No. 12","Various; Dodge, Mary Mapes, 1830-1905 [Editor]",St. Nicholas Magazine for Boys and Girls
17471,2006-01-05,"Punch, or the London Charivari, Volume 152, February 14, 1917","Various; Seaman, Owen, 1861-1936 [Editor]",Punch
17472,2006-01-06,"Yorkshire Ditties, First Series
To Which Is Added The Cream Of Wit And Humour From His Popular Writings","Hartley, John, 1839-1915",United Kingdom
17474,2006-01-07,"How to Listen to Music, 7th ed.
Hints and Suggestions to Untaught Lovers of the Art","Krehbiel, Henry Edward, 1854-1923",Music
17478,2006-01-07,"Great Pictures, As Seen and Described by Famous Writers","Singleton, Esther, 1865-1930 [Editor]",Art
17487,2006-01-10,"Casa Grande RuinThirteenth Annual Report of the Bureau of Ethnology to the Secretary of the Smithsonian Institution, 1891-92, Government Printing Office, Washington, 1896, pages 289-318","Mindeleff, Cosmos, 1863-",Anthropology; Native America
17488,2006-01-10,"The Repair of Casa Grande Ruin, Arizona, in 1891Fifteenth Annual Report of the Bureau of Ethnology to the Secretary of the Smithsonian Institution, 1893-94, Government Printing Office, Washington, 1897, pages 315-348","Mindeleff, Cosmos, 1863-",Anthropology; Native America
17492,2006-01-11,Six Little Bunkers at Cousin Tom's,"Hope, Laura Lee",Children's Book Series
17496,2006-01-12,Elsie at Home,"Finley, Martha, 1828-1909",Children's Book Series
17498,2006-01-13,"When Knighthood Was in Flower
or, the Love Story of Charles Brandon and Mary Tudor the King's Sister, and Happening in the Reign of His August Majesty King Henry the Eighth","Major, Charles, 1856-1913","Bestsellers, American, 1895-1923"
17506,2006-01-12,A Little Mother to the Others,"Meade, L. T., 1854-1914",Children's Fiction
17510,2006-01-13,When the Yule Log Burns: A Christmas Story,"Dalrymple, Leona, 1884-",Christmas
17511,2006-01-14,Foch the Man: A Life of the Supreme Commander of the Allied Armies,"Laughlin, Clara E. (Clara Elizabeth), 1873-1941",World War I
17513,2006-01-14,"St. Nicholas Magazine for Boys and Girls, Vol. 5, Nov 1877-Nov 1878
No 1, Nov 1877","Various; Dodge, Mary Mapes, 1830-1905 [Editor]",St. Nicholas Magazine for Boys and Girls
17514,2006-01-14,"The Garden, You, and I","Wright, Mabel Osgood, 1859-1934",Horticulture
17530,2006-01-16,Maida's Little Shop,"Gillmore, Inez Haynes, 1873-1970",Children's Book Series
17531,2006-01-16,"The Botanical Magazine, Vol. 02Or, Flower-Garden Displayed","Curtis, William, 1746-1799",Horticulture; The Botanical Magazine
17546,2006-01-18,The Lion of Saint Mark: A Story of Venice in the Fourteenth Century,"Henty, G. A. (George Alfred), 1832-1902",Children's Fiction; Historical Fiction
17556,2006-01-20,Sextus Empiricus and Greek Scepticism,"Patrick, Mary Mills, 1850-1940",Philosophy
17562,2006-01-21,Trifles for the Christmas Holidays,"Armstrong, H. S.",Christmas
17563,2006-01-21,King's Cutters and Smugglers 1700-1855,"Chatterton, E. Keble (Edward Keble), 1878-1944","Pirates, Buccaneers, Corsairs, etc."
17567,2006-01-21,The Way of the Wild,"St. Mars, F., 1883-1921; Rountree, Harry, 1878- [Illustrator]",Animals-Wild
17569,2006-01-21,"The New York Subway, Its Construction and Equipment",Interborough Rapid Transit Company,Technology
17571,2006-01-22,Piano Tuning: A Simple and Accurate Method for Amateurs,"Fischer, J. Cree (Jerry Cree), 1871-",Music
17575,2006-01-22,How to Camp Out,"Gould, John Mead, 1839-1930",Camping
17576,2006-01-22,"A Rudimentary Treatise on Clocks, Watches and Bells","Grimthorpe, Edmund Beckett, Baron, 1816-1905",Technology; Manufacturing
17579,2006-01-23,The History of Napoleon Buonaparte,"Lockhart, J. G. (John Gibson), 1794-1854",France; Napoleonic
17584,2006-01-23,"Letters from Mesopotamia in 1915 and January, 1916From Robert Palmer, who was killed in the Battle of Um El Hannah, June 21, 1916, aged 27 years","Palmer, Robert Stafford Arthur, 1888-1916",World War I
17585,2006-01-23,English Embroidered Bookbindings,"Davenport, Cyril, 1848-1941; Pollard, Alfred W. (Alfred William), 1859-1944 [Editor]",Crafts; Technology
17587,2006-01-23,"Field Hospital and Flying Column
Being the Journal of an English Nursing Sister in Belgium & Russia","Thurstan, Violetta, 1879-1978",Women's Travel Journals; World War I
17592,2006-01-24,"A Narrative of the Expedition to Dongola and Sennaar
Under the Command of His Excellence Ismael Pasha, undertaken
by Order of His Highness Mehemmed Ali Pasha, Viceroy of
Egypt, By An American In The Service Of The Viceroy","English, George Bethune, 1787-1828",Travel
17594,2006-01-24,"Lectures on Language, as Particularly Connected with English Grammar.","Balch, William Stevens, 1806-1887",Language Education
17596,2006-01-24,"Punch, or the London Charivari, Volume 159, July 21, 1920","Various; Seaman, Owen, 1861-1936 [Editor]",Punch
17597,2006-01-24,Halil the Pedlar: A Tale of Old Stambul,"Jókai, Mór, 1825-1904; Bain, R. Nisbet (Robert Nisbet), 1854-1909 [Translator]",Historical Fiction
17604,2006-01-25,Amusing Trial in which a Yankee Lawyer Renders a Just Verdict,Anonymous,Slavery
17606,2006-01-25,"Throwing-sticks in the National MuseumThird Annual Report of the Bureau of Ethnology to the Secretary of the Smithsonian Institution, 1883-'84, Government Printing Office, Washington, 1890, pages 279-289","Mason, Otis Tufton, 1838-1908",Archaeology; Native America
17607,2006-01-25,"Superstition In All Ages (1732)
Common Sense","Holbach, Paul Henri Thiry, baron d', 1723-1789; Voltaire, 1694-1778 [Commentator]; Knoop, Anna, -1889 [Translator]; Meslier, Jean, 1664-1729 [Unknown role]",Atheism
17611,2006-01-26,"Summa Theologica, Part I (Prima Pars)
From the Complete American Edition","Thomas, Aquinas, Saint, 1225?-1274",Christianity
17615,2006-01-28,"In Search of the Okapi
A Story of Adventure in Central Africa","Glanville, Ernest, 1856-1925",Africa
17617,2006-01-28,"David Harum
A Story of American Life","Westcott, Edward Noyes, 1847-1898","Bestsellers, American, 1895-1923"
17621,2006-01-29,One Day More: A Play In One Act,"Conrad, Joseph, 1857-1924",One Act Plays
17624,2006-01-29,"A Bibliographical, Antiquarian and Picturesque Tour in France and Germany, Volume Three","Dibdin, Thomas Frognall, 1776-1847",Germany
17625,2006-01-29,Artificial Light: Its Influence upon Civilization,"Luckiesh, Matthew, 1883-1967",Technology
17629,2006-01-29,"Punch, or the London Charivari, Volume 152, June 20, 1917","Various; Seaman, Owen, 1861-1936 [Editor]",Punch
17630,2006-01-29,Christmas Tales and Christmas Verse,"Field, Eugene, 1850-1895; Storer, Florence Edith [Illustrator]",Christmas
17634,2006-01-29,"Punch, or the London Charivari, Volume 152, May 30, 1917","Various; Seaman, Owen, 1861-1936 [Editor]",Punch
17636,2006-01-29,The Mystery at Putnam Hall: The School Chums' Strange Discovery,"Stratemeyer, Edward, 1862-1930",School Stories
17653,2006-01-31,"Punch, or the London Charivari, Volume 159, September 22, 1920","Various; Seaman, Owen, 1861-1936 [Editor]",Punch
17654,2006-01-31,"Punch, or the London Charivari, Vol. 159, 1920-09-15","Various; Seaman, Owen, 1861-1936 [Editor]",Punch
17672,2006-02-03,"The Botanical Magazine, Vol. 03Or, Flower-Garden Displayed","Curtis, William, 1746-1799",Horticulture; The Botanical Magazine
17677,2006-02-04,The Tree of Appomattox,"Altsheler, Joseph A. (Joseph Alexander), 1862-1919",Children's Fiction; US Civil War
17678,2006-02-05,The Apology of the Church of England,"Jewel, John, 1522-1571; Morley, Henry, 1822-1894 [Editor]; Bacon, Ann, Lady, 1528-1610 [Translator]",Christianity
17679,2006-02-05,The Story of a Nodding Donkey,"Hope, Laura Lee; Smith, Harry L. [Illustrator]",Christmas
17682,2006-02-05,"The Healthy Life, Vol. V, Nos. 24-28
The Independent Health Magazine","Various; Daniel, Charles William [Editor]",Medicine
17699,2006-02-07,The Evolution of Love,"Lucka, Emil, 1877-1941; Schleussner, Ellie [Translator]",Love
17700,2006-02-07,"The Suppression of the African Slave Trade to the United States of America
1638-1870","Du Bois, W. E. B. (William Edward Burghardt), 1868-1963",Africa; African American Writers
17711,2006-02-07,Hindustani Lyrics,"Inayat Khan, 1882-1927 [Translator]; Westbrook, Jessie Duncan [Translator]",India
17730,2006-02-09,"A Study of the Textile Art in Its Relation to the Development of Form and OrnamentSixth Annual Report of the Bureau of Ethnology to the Secretary of the Smithsonian Institution, 1884-'85, Government Printing Office, Washington, 1888, (pages 189-252)","Holmes, William Henry, 1846-1933",Art
17737,2006-02-09,The Schemes of the Kaiser,"Adam, Juliette, 1836-1936; Bland, J. O. P. (John Otway Percy), 1863-1945 [Translator]",World War I
17740,2006-02-10,"The Chemistry of Hat Manufacturing
Lectures Delivered Before the Hat Manufacturers' Association","Smith, Watson, 1845-1920; Shonk, Albert [Editor]",Technology; Chemistry
17741,2006-02-10,Pieces of EightBeing the Authentic Narrative of a Treasure Discovered in the Bahama Islands in the Year 1903,"Le Gallienne, Richard, 1866-1947","Pirates, Buccaneers, Corsairs, etc."
17742,2006-02-10,"Navajo weaversThird Annual Report of the Bureau of Ethnology to the Secretary of the Smithsonian Institution, 1881-'82, Government Printing Office, Washington, 1884, pages 371-392.","Matthews, Washington, 1843-1905",Anthropology; Native America
17743,2006-02-10,Rosemary: A Christmas story,"Williamson, A. M. (Alice Muriel), 1869-1933; Williamson, C. N. (Charles Norris), 1859-1920; Hatherell, William, 1855-1928 [Illustrator]",Christmas
17744,2006-02-10,"The Moving Picture Boys on the War Front
Or, The Hunt for the Stolen Army Films","Appleton, Victor",Children's Book Series; World War I
17748,2006-02-10,The Extermination of the American Bison,"Hornaday, William T. (William Temple), 1854-1937",Animal; Animals-Wild-Trapping; Animals-Wild-Mammals; Ecology
17750,2006-02-11,"Laugh and Play
A Collection of Original stories","Hardy, E. Stuart [Illustrator]",Children's Anthologies
17753,2006-02-11,On the Antiquity of the Chemical Art,"Mactear, James",Chemistry
17756,2006-02-12,"The Submarine Boys and the MiddiesOr, the Prize Detail at Annapolis","Durham, Victor G.",Children's Book Series
17760,2006-02-12,"How to Enjoy Paris in 1842
Intended to Serve as a Companion and Monitor, Containing
Historical, Political, Commercial, Artistical, Theatrical
And Statistical Information","Hervé, Francis",France
17761,2006-02-12,Six Little Bunkers at Grandpa Ford's,"Hope, Laura Lee",Children's Book Series; Christmas
