Book_ID,Issued,Title,Authors,Genres
11,2008-06-27,Alice's Adventures in Wonderland,"Carroll, Lewis, 1832-1898",Children's Literature
12,2008-06-25,Through the Looking-Glass,"Carroll, Lewis, 1832-1898",Best Books Ever Listings; Children's Literature
13,2008-06-25,The Hunting of the Snark: An Agony in Eight Fits,"Carroll, Lewis, 1832-1898",Children's Literature
16,2008-06-25,Peter Pan,"Barrie, J. M. (James Matthew), 1860-1937",Children's Literature; Movie Books
17,2008-06-25,"The Book of MormonAn Account Written by the Hand of Mormon, Upon Plates Taken from the Plates of Nephi","Church of Jesus Christ of Latter-day Saints; Smith, Joseph, Jr., 1805-1844",Christianity; Latter Day Saints
19,2004-06-01,The Song of Hiawatha,"Longfellow, Henry Wadsworth, 1807-1882; Morris, Woodrow W. [Editor]",Children's Literature; Poetry; Native America
23,2006-01-12,"Narrative of the Life of Frederick Douglass, an American Slave","Douglass, Frederick, 1818-1895",African American Writers; Slavery
31,2006-03-08,Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone,"Sophocles, 495? BCE-406 BCE; Storr, Francis, 1839-1919 [Translator]",Plays; Best Books Ever Listings; Harvard Classics
32,2008-06-27,Herland,"Gilman, Charlotte Perkins, 1860-1935",Best Books Ever Listings
35,2004-10-02,The Time Machine,"Wells, H. G. (Herbert George), 1866-1946",Movie Books; Science Fiction
36,2004-10-01,The War of the Worlds,"Wells, H. G. (Herbert George), 1866-1946",Movie Books; Science Fiction
41,2008-06-27,The Legend of Sleepy Hollow,"Irving, Washington, 1783-1859",Children's Literature; Harvard Classics
43,2008-06-27,The Strange Case of Dr. Jekyll and Mr. Hyde,"Stevenson, Robert Louis, 1850-1894",Precursors of Science Fiction; Horror; Movie Books
44,2008-06-27,The Song of the Lark,"Cather, Willa, 1873-1947",Opera
45,2008-06-27,Anne of Green Gables,"Montgomery, L. M. (Lucy Maud), 1874-1942",Children's Literature; Canada
46,2004-08-11,A Christmas Carol in Prose; Being a Ghost Story of Christmas,"Dickens, Charles, 1812-1870; Leech, John, 1817-1864 [Illustrator]",Children's Literature; Christmas
47,2006-03-08,Anne of Avonlea,"Montgomery, L. M. (Lucy Maud), 1874-1942",Children's Literature; Canada
51,2006-03-08,Anne of the Island,"Montgomery, L. M. (Lucy Maud), 1874-1942",Children's Literature; Canada
60,2006-03-08,The Scarlet Pimpernel,"Orczy, Emmuska Orczy, Baroness, 1865-1947",Adventure; Best Books Ever Listings; Movie Books
61,2005-01-25,The Communist Manifesto,"Engels, Friedrich, 1820-1895; Marx, Karl, 1818-1883",Politics; Philosophy; Banned Books from Anne Haight's list
74,2004-07-01,"The Adventures of Tom Sawyer, Complete","Twain, Mark, 1835-1910",Banned Books from Anne Haight's list; Banned Books List from the American Library Association
76,2004-06-29,Adventures of Huckleberry Finn,"Twain, Mark, 1835-1910; Kemble, E. W. (Edward Windsor), 1861-1933 [Illustrator]",Best Books Ever Listings; Banned Books from Anne Haight's list; Banned Books List from the American Library Association
82,2008-06-25,Ivanhoe: A Romance,"Scott, Walter, 1771-1832",Best Books Ever Listings; Historical Fiction
86,2004-07-07,A Connecticut Yankee in King Arthur's Court,"Twain, Mark, 1835-1910",Precursors of Science Fiction; Arthurian Legends
95,2006-01-09,The Prisoner of Zenda,"Hope, Anthony, 1863-1933","Adventure; Best Books Ever Listings; Movie Books; Bestsellers, American, 1895-1923"
108,2006-03-08,The Return of Sherlock Holmes,"Doyle, Arthur Conan, 1859-1930",Detective Fiction
120,2006-02-26,Treasure Island,"Stevenson, Robert Louis, 1850-1894; Rhead, Louis, 1857-1926 [Illustrator]","Children's Literature; Historical Fiction; Best Books Ever Listings; Pirates, Buccaneers, Corsairs, etc."
133,2006-03-08,The Damnation of Theron Ware,"Frederic, Harold, 1856-1898","Bestsellers, American, 1895-1923"
135,2008-06-22,Les Misérables,"Hugo, Victor, 1802-1885; Hapgood, Isabel Florence, 1850-1928 [Translator]",Historical Fiction; Banned Books from Anne Haight's list
137,2006-03-08,"Sara Crewe; Or, What Happened at Miss Minchin's Boarding School","Burnett, Frances Hodgson, 1849-1924",School Stories
140,2006-03-11,The Jungle,"Sinclair, Upton, 1878-1968","Contemporary Reviews; Bestsellers, American, 1895-1923; Banned Books from Anne Haight's list; Banned Books List from the American Library Association"
155,2006-01-12,The Moonstone,"Collins, Wilkie, 1824-1889",Detective Fiction; Mystery Fiction
159,2004-10-14,The Island of Doctor Moreau,"Wells, H. G. (Herbert George), 1866-1946",Science Fiction; Best Books Ever Listings; Movie Books
160,2006-03-11,"The Awakening, and Selected Short Stories","Chopin, Kate, 1850-1904",Banned Books from Anne Haight's list; Banned Books List from the American Library Association
202,2008-07-02,My Bondage and My Freedom,"Douglass, Frederick, 1818-1895",African American Writers; Slavery
203,2006-01-13,Uncle Tom's Cabin,"Stowe, Harriet Beecher, 1811-1896",US Civil War; Slavery; Banned Books from Anne Haight's list
204,2008-07-09,The Innocence of Father Brown,"Chesterton, G. K. (Gilbert Keith), 1874-1936",Detective Fiction
214,2008-07-03,"In the Days When the World Was Wide, and Other Verses","Lawson, Henry, 1867-1922",Australia
215,2008-07-02,The Call of the Wild,"London, Jack, 1876-1916",Animals-Domestic; Adventure; Best Books Ever Listings; Movie Books; Banned Books from Anne Haight's list; Banned Books List from the American Library Association
217,2006-01-16,Sons and Lovers,"Lawrence, D. H. (David Herbert), 1885-1930",Best Books Ever Listings; Banned Books from Anne Haight's list; Banned Books List from the American Library Association
219,2006-01-09,Heart of Darkness,"Conrad, Joseph, 1857-1924",Best Books Ever Listings; Movie Books
225,2008-07-11,At the Back of the North Wind,"MacDonald, George, 1824-1905",Children's Literature
234,2008-07-02,Child Christopher and Goldilind the Fair,"Morris, William, 1834-1896",Fantasy
236,2006-01-16,The Jungle Book,"Kipling, Rudyard, 1865-1936",Scouts; Children's Literature; Movie Books; Contemporary Reviews
238,2008-07-03,Dear Enemy,"Webster, Jean, 1876-1916","Bestsellers, American, 1895-1923"
241,2008-07-02,"Clotelle; Or, The Colored Heroine, a tale of the Southern States; Or, The President's Daughter","Brown, William Wells, 1814?-1884",African American Writers
261,2008-07-03,A Dome of Many-Coloured Glass,"Lowell, Amy, 1874-1925",Poetry
271,2006-01-16,Black Beauty,"Sewell, Anna, 1820-1878",Best Books Ever Listings; Children's Literature
277,2008-06-29,Trinity Site,National Atomic Museum (U.S.),World War II
278,2014-09-14,"Trinity Site: 1945-1995.A National Historic Landmark, White Sands Missile Range, New Mexico",White Sands Missile Range (N.M.). Public Affairs Office,World War II
279,2014-09-14,Photos and Maps of Trinity (Atomic Test) Site,White Sands Missile Range (N.M.). Public Affairs Office [Contributor],World War II
285,2008-07-09,The Lost Continent,"Hyne, Charles John Cutcliffe Wright, 1866-1944",Science Fiction
293,2006-03-15,Paul Prescott's Charge,"Alger, Horatio, Jr., 1832-1899",Children's Fiction
296,2006-03-15,The Cash Boy,"Alger, Horatio, Jr., 1832-1899",Children's Fiction
298,2008-07-09,The Market-Place,"Frederic, Harold, 1856-1898","Bestsellers, American, 1895-1923"
305,2008-07-02,The Count's Millions,"Gaboriau, Emile, 1832-1873",Detective Fiction
307,2008-06-29,"Three Elephant Power, and Other Stories","Paterson, A. B. (Andrew Barton), 1864-1941",Australia
316,2008-07-05,The Golden Road,"Montgomery, L. M. (Lucy Maud), 1874-1942",Children's Literature; Canada
332,2008-07-02,The Burial of the Guns,"Page, Thomas Nelson, 1853-1922",US Civil War
336,2008-07-05,Indian Heroes and Great Chieftains,"Eastman, Charles A., 1858-1939",Native America
337,2008-07-05,Indian Boyhood,"Eastman, Charles A., 1858-1939",Native America
338,2008-07-05,Old Indian Legends,"Zitkala-Sa, 1876-1938",Native America
339,2008-07-05,Old Indian Days,"Eastman, Charles A., 1858-1939",Native America
340,2008-07-05,The Soul of the Indian: An Interpretation,"Eastman, Charles A., 1858-1939",Native America
348,2008-07-05,"Hesiod, the Homeric Hymns, and Homerica","Hesiod; Evelyn-White, Hugh G. (Hugh Gerard), 1884-1924 [Translator]",Classical Antiquity
353,2008-07-05,"In Flanders Fields, and Other Poems","McCrae, John, 1872-1918; Macphail, Andrew, 1864-1938 [Contributor]","World War I; Bestsellers, American, 1895-1923"
369,2008-07-11,The Outlaw of Torn,"Burroughs, Edgar Rice, 1875-1950",Science Fiction
388,2004-10-19,The Crossing,"Churchill, Winston, 1871-1947","Bestsellers, American, 1895-1923"
399,2006-01-16,Cast Upon the Breakers,"Alger, Horatio, Jr., 1832-1899",Children's Fiction
402,2006-03-15,Penrod,"Tarkington, Booth, 1869-1946","Best Books Ever Listings; Bestsellers, American, 1895-1923"
421,2006-01-16,Kidnapped,"Stevenson, Robert Louis, 1850-1894",Children's Literature; Adventure; Historical Fiction; Best Books Ever Listings; Movie Books
462,2006-03-15,"The Errand Boy; Or, How Phil Brent Won Success","Alger, Horatio, Jr., 1832-1899",Children's Fiction
471,2006-01-16,The Bride of Lammermoor,"Scott, Walter, 1771-1832",Historical Fiction; Opera
479,2006-01-16,Little Lord Fauntleroy,"Burnett, Frances Hodgson, 1849-1924",Children's Literature
496,2006-01-16,The Little Lame Prince,"Craik, Dinah Maria Mulock, 1826-1887",Children's Literature
503,2005-10-21,The Blue Fairy Book,"Lang, Andrew, 1844-1912",Children's Literature
506,2006-03-18,The Shuttle,"Burnett, Frances Hodgson, 1849-1924","Bestsellers, American, 1895-1923"
507,2006-01-21,Adam Bede,"Eliot, George, 1819-1880",Historical Fiction; Banned Books from Anne Haight's list
528,2006-03-18,"Joe the Hotel Boy; Or, Winning out by Pluck","Alger, Horatio, Jr., 1832-1899",Children's Fiction
530,2006-01-21,"Driven from Home; Or, Carl Crawford's Experience","Alger, Horatio, Jr., 1832-1899",Children's Fiction
543,2006-01-21,Main Street,"Lewis, Sinclair, 1885-1951","Bestsellers, American, 1895-1923"
547,2008-07-02,Baron Trigault's Vengeance,"Gaboriau, Emile, 1832-1873",Detective Fiction
597,2004-11-11,"The Story of Burnt Njal: The Great Icelandic Tribune, Jurist, and Counsellor",Unknown,Best Books Ever Listings; Biographies
608,2006-01-21,AreopagiticaA Speech for the Liberty of Unlicensed Printing to the Parliament of England,"Milton, John, 1608-1674",Harvard Classics; Banned Books from Anne Haight's list
655,2006-01-21,Life and Letters of Robert Browning,"Browning, Robert, 1812-1889; Orr, Sutherland, Mrs., 1828-1903",Biographies
659,2006-03-18,"Paul the Peddler; Or, The Fortunes of a Young Street Merchant","Alger, Horatio, Jr., 1832-1899",Children's Fiction
671,2006-03-18,"Phil, the Fiddler","Alger, Horatio, Jr., 1832-1899",Children's Fiction
689,2006-03-18,The Kreutzer Sonata and Other Stories,"Tolstoy, Leo, graf, 1828-1910; Tucker, Benjamin Ricketson, 1854-1939 [Translator]",Anarchism; Harvard Classics; Banned Books from Anne Haight's list
711,2004-11-18,Allan Quatermain,"Haggard, H. Rider (Henry Rider), 1856-1925",Movie Books; Adventure
718,2006-03-18,Tono-Bungay,"Wells, H. G. (Herbert George), 1866-1946",Best Books Ever Listings
832,2006-01-21,Robin Hood,"McSpadden, J. Walker (Joseph Walker), 1874-1960",Fantasy
840,2006-04-27,Lorna Doone: A Romance of Exmoor,"Blackmore, R. D. (Richard Doddridge), 1825-1900",Historical Fiction
847,2006-01-21,Lays of Ancient Rome,"Macaulay, Thomas Babington Macaulay, Baron, 1800-1859",Poetry
871,2006-02-05,"The Golden Sayings of Epictetus, with the Hymn of Cleanthes","Epictetus, 55-135; Crossley, Hastings [Translator]",Classical Antiquity; Harvard Classics
917,2006-04-27,Barnaby Rudge: A Tale of the Riots of 'Eighty,"Dickens, Charles, 1812-1870",Historical Fiction
940,2006-02-05,The Last of the Mohicans; A narrative of 1757,"Cooper, James Fenimore, 1789-1851",Historical Fiction
947,2006-02-05,"The Life of Horatio, Lord Nelson","Southey, Robert, 1774-1843",Napoleonic
964,2006-02-05,The Merry Adventures of Robin Hood,"Pyle, Howard, 1853-1911",Fantasy
968,2006-04-27,Martin Chuzzlewit,"Dickens, Charles, 1812-1870",Best Books Ever Listings
973,2006-02-05,"Howard Pyle's Book of PiratesFiction, Fact & Fancy Concerning the Buccaneers & Marooners of the Spanish Main","Pyle, Howard, 1853-1911","Pirates, Buccaneers, Corsairs, etc."
996,2004-07-27,Don Quixote,"Cervantes Saavedra, Miguel de, 1547-1616; Ormsby, John, 1829-1895 [Translator]",Best Books Ever Listings; Harvard Classics
1005,2004-08-07,"Divine Comedy, Cary's Translation, Hell","Dante Alighieri, 1265-1321; Cary, Henry Francis, 1772-1844 [Translator]",Italy
1006,2004-08-06,"Divine Comedy, Cary's Translation, Purgatory","Dante Alighieri, 1265-1321; Cary, Henry Francis, 1772-1844 [Translator]",Italy
1007,2004-08-02,"Divine Comedy, Cary's Translation, Paradise","Dante Alighieri, 1265-1321; Cary, Henry Francis, 1772-1844 [Translator]",Italy
1013,2004-10-20,The First Men in the Moon,"Wells, H. G. (Herbert George), 1866-1946",Movie Books; Science Fiction
1015,2006-04-27,The Oregon Trail: Sketches of Prairie and Rocky-Mountain Life,"Parkman, Francis, 1823-1893",Children's History; United States
1039,2006-02-11,Missionary Travels and Researches in South Africa,"Livingstone, David, 1813-1873",Africa; South Africa
1046,2006-05-03,"God, the Invisible King","Wells, H. G. (Herbert George), 1866-1946","Bestsellers, American, 1895-1923"
1059,2006-02-11,The World Set Free,"Wells, H. G. (Herbert George), 1866-1946",Science Fiction
1067,2004-06-01,Personal Memoirs of U. S. Grant — Volume 1,"Grant, Ulysses S. (Ulysses Simpson), 1822-1885",US Civil War
1068,2004-06-01,Personal Memoirs of U. S. Grant — Volume 2,"Grant, Ulysses S. (Ulysses Simpson), 1822-1885",US Civil War
1097,2002-02-11,Mrs. Warren's Profession,"Shaw, Bernard, 1856-1950",Banned Books from Anne Haight's list
1156,2002-02-11,Babbitt,"Lewis, Sinclair, 1885-1951","Bestsellers, American, 1895-1923"
1200,2004-08-08,Gargantua and Pantagruel,"Rabelais, François, 1490?-1553?; Doré, Gustave, 1832-1883 [Illustrator]; Motteux, Peter Anthony, 1660-1718 [Translator]; Urquhart, Thomas, Sir, 1611-1660 [Translator]",Best Books Ever Listings; Banned Books from Anne Haight's list
1232,2006-02-11,The Prince,"Machiavelli, Niccolò, 1469-1527; Marriott, W. K. (William Kenaz), -1927 [Translator]",Politics; Harvard Classics; Philosophy; Banned Books from Anne Haight's list
1236,2006-02-11,First Across the ContinentThe Story of the Exploring Expedition of Lewis and Clark in 1804-5-6,"Brooks, Noah, 1830-1903",Children's History
1237,2004-10-06,Father Goriot,"Balzac, Honoré de, 1799-1850; Marriage, Ellen, 1865-1946 [Translator]",Best Books Ever Listings; Harvard Classics
1265,2006-02-19,Queen Victoria,"Strachey, Lytton, 1880-1932","Biographies; United Kingdom; Bestsellers, American, 1895-1923"
1279,2005-01-25,Poems and Songs of Robert Burns,"Burns, Robert, 1759-1796",Harvard Classics
1290,2006-02-11,Salammbo,"Flaubert, Gustave, 1821-1880",Historical Fiction; Banned Books from Anne Haight's list
1312,2006-05-03,Selected Stories of Bret Harte,"Harte, Bret, 1836-1902",Western
1366,2006-02-15,The Cloister and the Hearth,"Reade, Charles, 1814-1884",Historical Fiction
1371,2006-02-19,"Astoria; Or, Anecdotes of an Enterprise Beyond the Rocky Mountains","Irving, Washington, 1783-1859",Western
1396,2006-02-15,"Rienzi, the Last of the Roman Tribunes","Lytton, Edward Bulwer Lytton, Baron, 1803-1873",Historical Fiction
1460,2006-02-15,The Black Dwarf,"Scott, Walter, 1771-1832",Historical Fiction
1461,2006-02-15,A Legend of Montrose,"Scott, Walter, 1771-1832",Historical Fiction
1468,2008-06-26,"The History of England, from the Accession of James II — Volume 1","Macaulay, Thomas Babington Macaulay, Baron, 1800-1859",United Kingdom
1480,2006-02-15,Tom Brown's School Days,"Hughes, Thomas, 1822-1896",School Stories
1484,2006-05-03,The Four Horsemen of the Apocalypse,"Blasco Ibáñez, Vicente, 1867-1928; Jordan, Charlotte Brewster [Translator]","World War I; Bestsellers, American, 1895-1923; 6 Best Loved Spanish Literary Classics"
1557,2006-02-15,Men of Iron,"Pyle, Howard, 1853-1911",Fantasy
1560,2006-05-03,The San Francisco Calamity by Earthquake and Fire,"Morris, Charles, 1833-1922",Children's History
1565,2006-02-19,The Last Days of Pompeii,"Lytton, Edward Bulwer Lytton, Baron, 1803-1873",Historical Fiction
1566,2006-02-22,"The Evolution of Modern MedicineA Series of Lectures Delivered at Yale University on the Silliman Foundation in April, 1913","Osler, William, 1849-1919",Medicine
1606,2006-02-22,Kenilworth,"Scott, Walter, 1771-1832",Historical Fiction
1611,2006-02-22,"SeventeenA Tale of Youth and Summer Time and the Baxter Family, Especially William","Tarkington, Booth, 1869-1946","Bestsellers, American, 1895-1923"
1666,2006-02-22,The Golden Asse,"Apuleius; Adlington, William, active 1566 [Translator]",Classical Antiquity; Banned Books from Anne Haight's list
1713,2006-02-22,"Lincoln; An Account of his Personal Life, Especially of its Springs of Action as Revealed and Deepened by the Ordeal of War","Stephenson, Nathaniel W. (Nathaniel Wright), 1867-1935",US Civil War
1724,2004-11-13,Finished,"Haggard, H. Rider (Henry Rider), 1856-1925",Movie Books; Adventure
1753,2006-02-22,Swan Song,"Chekhov, Anton Pavlovich, 1860-1904; Fell, Marian [Translator]",One Act Plays
1804,2006-03-22,"War and the Future: Italy, France and Britain at War","Wells, H. G. (Herbert George), 1866-1946","World War I; Bestsellers, American, 1895-1923"
1837,2004-07-05,The Prince and the Pauper,"Twain, Mark, 1835-1910",Historical Fiction
1848,2006-05-14,Montezuma's Daughter,"Haggard, H. Rider (Henry Rider), 1856-1925",Historical Fiction
1860,2006-05-14,"Westward Ho! Or, The Voyages and Adventures of Sir Amyas Leigh, Knight, of Burrough, in the County of Devon, in the Reign of Her Most Glorious Majesty Queen Elizabeth","Kingsley, Charles, 1819-1875",Historical Fiction
1911,2006-02-26,Concerning Christian Liberty; with Letter of Martin Luther to Pope Leo X.,"Luther, Martin, 1483-1546",Christianity
1921,2004-06-27,The Chouans,"Balzac, Honoré de, 1799-1850; Wormeley, Katharine Prescott, 1830-1908 [Translator]",Historical Fiction
1951,2006-02-19,The Coming Race,"Lytton, Edward Bulwer Lytton, Baron, 1803-1873",Best Books Ever Listings; Precursors of Science Fiction
1972,2006-02-26,History of the Britons (Historia Brittonum),"Nennius, active 796; Giles, J. A. (John Allen), 1808-1884 [Translator]",Arthurian Legends
1980,2006-03-26,Stories by English Authors: Africa (Selected by Scribners),"Addleshaw, Percy, 1866-1916 [Contributor]; Doyle, Arthur Conan, 1859-1930 [Contributor]; Haggard, H. Rider (Henry Rider), 1856-1925 [Contributor]; Landers, J. [Contributor]; Scully, W. C. (William Charles), 1855-1943 [Contributor]",Africa; Short Stories
1989,2007-04-01,"The Foolish DictionaryAn exhausting work of reference to un-certain English words, their origin, meaning, legitimate and illegitimate use, confused by a few pictures [not included]","Wurdz, Gideon, 1875-",Humor; Reference
2021,2006-01-09,Nostromo: A Tale of the Seaboard,"Conrad, Joseph, 1857-1924",Best Books Ever Listings
2028,2006-05-14,The Yellow Claw,"Rohmer, Sax, 1883-1959",Crime Fiction
2030,2006-03-28,Legends of Babylon and Egypt in Relation to Hebrew Tradition,"King, L. W. (Leonard William), 1869-1919",Mythology; Egypt
2034,2006-02-26,"Waverley; Or, 'Tis Sixty Years Since","Scott, Walter, 1771-1832",Historical Fiction
2035,2006-03-26,Stories by English Authors: The Orient (Selected by Scribners),"Beaumont, Mary [Contributor]; Douglas, Robert K. (Robert Kennaway), Sir, 1838-1913 [Contributor]; Kipling, Rudyard, 1865-1936 [Contributor]; Mitford, Mary Russell, 1787-1855 [Contributor]; Roberts, Morley, 1857-1942 [Contributor]; Syrett, Netta, 1865-1943 [Contributor]",Short Stories
2038,2005-06-04,The Lock and Key Library: Classic Mystery and Detective Stories: Modern English,"Castle, Egerton, 1858-1920 [Contributor]; Collins, Wilkie, 1824-1889 [Contributor]; Doyle, Arthur Conan, 1859-1930 [Contributor]; Kipling, Rudyard, 1865-1936 [Contributor]; Stevenson, Robert Louis, 1850-1894 [Contributor]; Weyman, Stanley John, 1855-1928 [Contributor]; Hawthorne, Julian, 1846-1934 [Editor]",Short Stories
2055,2000-02-01,Two Years Before the Mast,"Dana, Richard Henry, 1815-1882; Keyes, Homer Eaton, 1875-1938 [Author of introduction, etc.]",Harvard Classics
2057,2000-02-01,The Last of the Plainsmen,"Grey, Zane, 1872-1939",Western
2059,2000-02-01,The Little Shepherd of Kingdom Come,"Fox, John, Jr., 1862-1919","US Civil War; Bestsellers, American, 1895-1923"
2060,2000-02-01,The History of Caliph Vathek,"Beckford, William, 1760-1844; Morley, Henry, 1822-1894 [Author of introduction, etc.]",Fantasy; Gothic Fiction
2062,2000-02-01,"All for Love; Or, The World Well Lost: A Tragedy","Dryden, John, 1631-1700",Harvard Classics
2063,2000-02-01,The Trail of the White Mule,"Bower, B. M., 1871-1940",Western
2064,2000-02-01,A Journey to the Western Islands of Scotland,"Johnson, Samuel, 1709-1784",United Kingdom
2066,2000-02-01,Wildfire,"Grey, Zane, 1872-1939","Western; Bestsellers, American, 1895-1923"
2069,2000-02-01,The Religion of Babylonia and Assyria,"Pinches, Theophilus G. (Theophilus Goldridge), 1856-1934",Paganism
2070,2000-02-01,To the Last Man,"Grey, Zane, 1872-1939","Western; Bestsellers, American, 1895-1923"
2071,2006-03-26,Stories by English Authors: Germany (Selected by Scribners),"Black, William, 1841-1898 [Contributor]; Harraden, Beatrice, 1864-1936 [Contributor]; Ouida, 1839-1908 [Contributor]; Stevenson, Robert Louis, 1850-1894 [Contributor]; Winter, John Strange, 1856-1911 [Contributor]",Short Stories; Germany
2078,2006-03-22,Thais,"France, Anatole, 1844-1924; Douglas, Robert B. (Robert Bruce), 1848- [Translator]",Opera
2079,2000-02-01,From the Memoirs of a Minister of France,"Weyman, Stanley John, 1855-1928",Historical Fiction
2082,2000-02-01,Memoirs of the Comtesse Du BarryWith Minute Details of Her Entire Career as Favorite of Louis XV,"Lamothe-Langon, Etienne-Léon, baron de, 1786-1864",Biographies
2089,2000-02-01,On the Reception of the 'Origin of Species',"Huxley, Thomas Henry, 1825-1895",Biology
2095,2000-03-01,Clotelle: A Tale of the Southern States,"Brown, William Wells, 1814?-1884",African American Writers
2096,2000-03-01,A Smaller History of Greece: from the Earliest Times to the Roman Conquest,"Smith, William, 1813-1893",Greece
2097,2000-03-01,The Sign of the Four,"Doyle, Arthur Conan, 1859-1930",Detective Fiction
2098,2000-03-01,A Thief in the Night: A Book of Raffles' Adventures,"Hornung, E. W. (Ernest William), 1866-1921",Crime Fiction
2099,2000-03-01,A History of the Moravian Church,"Hutton, J. E. (Joseph Edmund), 1868-",Christianity
2124,2006-03-28,A Record of Buddhistic KingdomsBeing an account by the Chinese monk Fa-hsien of travels in India and Ceylon (A.D. 399-414) in search of the Buddhist books of discipline,"Faxian, 337?-422?; Legge, James, 1815-1897 [Translator]",India; Buddhism
2126,2000-03-01,The Quest of the Sacred Slipper,"Rohmer, Sax, 1883-1959",Crime Fiction
2128,2000-04-01,"Narratives of New Netherland, 1609-1664","Jameson, J. Franklin (John Franklin), 1859-1937 [Editor]",United States
2130,2000-04-01,Utopia,"More, Thomas, Saint, 1478-1535; Morley, Henry, 1822-1894 [Editor]",Harvard Classics; Politics
2131,2006-02-26,An Account of Egypt,"Herodotus, 480? BCE-420? BCE; Macaulay, G. C. (George Campbell), 1852-1915 [Translator]",Egypt
2135,2006-03-26,Stories by English Authors: London (Selected by Scribners),"Anstey, F., 1856-1934 [Contributor]; Barrie, J. M. (James Matthew), 1860-1937 [Contributor]; Corelli, Marie, 1855-1924 [Contributor]; Harraden, Beatrice, 1864-1936 [Contributor]; Morrison, Arthur, 1863-1945 [Contributor]; Quiller-Couch, Arthur, 1863-1944 [Contributor]; Zangwill, Israel, 1864-1926 [Contributor]",Short Stories
2137,2000-04-01,"Rosamund, Queen of the Lombards: A Tragedy","Swinburne, Algernon Charles, 1837-1909",Banned Books from Anne Haight's list
2138,2000-04-01,The Day's Work - Part 1,"Kipling, Rudyard, 1865-1936","Bestsellers, American, 1895-1923"
2145,2000-04-01,Ben-Hur: A tale of the Christ,"Wallace, Lew, 1827-1905",Historical Fiction; Movie Books
2147,2000-04-01,The Works of Edgar Allan Poe — Volume 1,"Poe, Edgar Allan, 1809-1849; Lowell, James Russell, 1819-1891 [Contributor]; Willis, Nathaniel Parker, 1806-1867 [Contributor]",Detective Fiction; Horror; Mystery Fiction
2148,2000-04-01,The Works of Edgar Allan Poe — Volume 2,"Poe, Edgar Allan, 1809-1849",Detective Fiction; Horror; Gothic Fiction; Mystery Fiction
2149,2000-04-01,The Works of Edgar Allan Poe — Volume 3,"Poe, Edgar Allan, 1809-1849",Horror; Mystery Fiction
2150,2000-04-01,The Works of Edgar Allan Poe — Volume 4,"Poe, Edgar Allan, 1809-1849",Horror; Mystery Fiction
2151,2000-04-01,The Works of Edgar Allan Poe — Volume 5,"Poe, Edgar Allan, 1809-1849",Horror; Mystery Fiction
2157,2000-04-01,Female Suffrage: A Letter to the Christian Women of America,"Cooper, Susan Fenimore, 1813-1894",Suffrage
2160,2000-04-01,The Expedition of Humphry Clinker,"Smollett, T. (Tobias), 1721-1771",Best Books Ever Listings; Historical Fiction
2162,2000-04-01,Anarchism and Other Essays,"Goldman, Emma, 1869-1940; Havel, Hippolyte, 1871-1950 [Contributor]",Suffrage; Anarchism; Politics; Atheism
2166,2000-05-01,King Solomon's Mines,"Haggard, H. Rider (Henry Rider), 1856-1925",Adventure; Best Books Ever Listings; Movie Books
2176,2000-05-01,Seven Discourses on Art,"Reynolds, Joshua, Sir, 1723-1792; Morley, Henry, 1822-1894 [Editor]",Art
2178,2000-05-01,By Shore and Sedge,"Harte, Bret, 1836-1902",Contemporary Reviews
2183,2000-05-01,Three Men on the Bummel,"Jerome, Jerome K. (Jerome Klapka), 1859-1927",Humor
2191,2000-05-01,"Boy Scouts in Mexico; Or, On Guard with Uncle Sam","Ralphson, G. Harvey (George Harvey), 1879-1940",Children's Book Series
2199,2000-06-01,The Iliad,"Homer, 750? BCE-650? BCE; Butler, Samuel, 1835-1902 [Translator]",Classical Antiquity
2225,2000-06-01,"""Captains Courageous"": A Story of the Grand Banks","Kipling, Rudyard, 1865-1936; Taber, I. W. (Isaac Walton), 1857-1933 [Illustrator]",Scouts; Adventure; Movie Books
2226,2000-06-01,Kim,"Kipling, Rudyard, 1865-1936",Scouts; Children's Literature; Adventure; Movie Books
2232,2000-06-01,The Duchess of Malfi,"Webster, John, 1580?-1625?",Harvard Classics
2233,2000-06-01,A Damsel in Distress,"Wodehouse, P. G. (Pelham Grenville), 1881-1975",Humor
2250,2000-07-01,Richard II,"Shakespeare, William, 1564-1616",Banned Books from Anne Haight's list
2264,2000-07-01,Macbeth,"Shakespeare, William, 1564-1616",Plays
2265,2000-07-01,Hamlet,"Shakespeare, William, 1564-1616",Best Books Ever Listings
2266,2000-07-01,King Lear,"Shakespeare, William, 1564-1616",Best Books Ever Listings; Banned Books from Anne Haight's list
2270,2000-07-01,Shakespeare's First Folio,"Shakespeare, William, 1564-1616",Best Books Ever Listings
2273,2000-08-01,"Tom Swift and His Motor-Boat; Or, The Rivals of Lake Carlopa","Appleton, Victor",Children's Book Series
2274,2000-08-01,How to Live on 24 Hours a Day,"Bennett, Arnold, 1867-1931","Bestsellers, American, 1895-1923"
2276,2000-08-01,The Private Memoirs and Confessions of a Justified Sinner,"Hogg, James, 1770-1835",Best Books Ever Listings; Gothic Fiction
2284,2000-08-01,Animal Heroes,"Seton, Ernest Thompson, 1860-1946",Children's Instructional Books
2306,2000-08-01,"Uncle Remus, His Songs and His Sayings","Harris, Joel Chandler, 1848-1908",Children's Literature; Folklore
